run_id,horizon,window_type,model_name,regime,n_samples,directional_accuracy,net_return,sharpe,max_drawdown,reliability_label
spx_research_20260507T144238Z,90,official_quarterly,random_forest,pre_halving,8,0.625,0.21865444277883017,0.5602866295440023,-0.1822889458583814,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,post_halving,8,0.875,0.6144208278196424,2.5508243651549876,-0.042668732093302575,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,pre_etf,24,0.625,0.9333588630196619,0.745626439717736,-0.20517046024113295,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,post_etf,8,0.75,0.2843726256490744,1.2734911579475492,-0.04370584558740387,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,bull_market,25,0.44,0.4307921130474268,0.5313706705525879,-0.14382909075241013,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,bear_market,7,0.5714285714285714,0.43369461693405253,1.5176540785982604,-0.014778557893870392,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,high_volatility,20,0.55,0.9682555402687956,1.2796216317413793,-0.06118099358861584,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,low_volatility,12,0.3333333333333333,0.04220153758472578,0.16067629064569353,-0.08638156889640058,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,high_rate,21,0.38095238095238093,0.2579517814961576,0.4250400068980957,-0.1590100862051722,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,low_rate,11,0.6363636363636364,0.6306817006833414,1.3609645449911645,-0.04614462798574748,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,pre_halving,8,0.625,0.43116209872289457,1.2573072975724593,-0.02988731129453015,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,post_halving,8,0.625,0.4046075526090944,1.6111354249698655,-0.042668732093302575,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,pre_etf,24,0.5416666666666666,0.9610489042270665,0.8883162988026818,-0.14554057639999607,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_permutation,post_etf,8,0.25,0.04603151201693545,0.2793414838954998,-0.0456611397418164,Low confidence
